# mangaid     objra           objdec             nsa_z       W80_mean             W80_75th             frac_spx                flag1   flag2  
  1-216980    135.720053781   40.346684357       0.0414408   216.9471109551594    221.64536741697862   0.5                     0       0      
  1-216984    135.065441378   40.9179727701      0.147426    ""                   ""                   0.0                     0       0      
  1-217015    136.114189404   41.4862065591      0.0244647   243.65097477222193   262.3801916990179    0.30434782608695654     0       0      
  1-217017    136.019260559   41.3564313527      0.0249182   195.9168360968314    203.67412141019656   0.2865412445730825      0       0      
  1-217018    136.142338091   41.3978271827      0.0270151   405.2435022970763    408.5463258875119    0.14212548015364918     1       3      
  1-217022    136.089598316   41.4817290009      0.0244671   459.8688609952523    483.42651758243716   0.20924574209245742     0       0      
  1-217041    137.441277003   41.9558696113      0.140035    ""                   ""                   0.0                     0       0      
  1-217044    136.615919334   41.6359160097      0.0273236   ""                   ""                   0.0                     0       0      
  1-217050    136.719982444   41.4082517095      0.0273577   446.98482429090683   475.9384984129446    0.10698365527488855     0       0      
  1-217060    136.825546505   41.3884614241      0.027079    ""                   ""                   0.0                     0       0      
  1-217069    137.068084868   41.6391904095      0.0413367   231.72336027568386   240.81469649087947   0.03926096997690531     0       0      
  1-217171    140.210574427   42.2888478624      0.0407695   275.66238846035225   304.313099048176     0.21722846441947566     0       0      
  1-217210    138.902616221   42.1572231444      0.0247248   199.01015518462694   208.46645367867177   0.055445544554455446    0       0      
  1-217221    138.753149994   42.0243897468      0.0278974   262.1037109912213    280.95047923935937   0.5                     0       0      
  1-217256    138.275133843   43.0134634139      0.0141216   212.68203221551957   213.258785947147     0.565236051502146       0       0      
  1-217300    139.739960635   43.5005762984      0.040052    262.52150406078067   267.17252396749313   0.4665071770334928      0       0      
  1-217304    138.968616475   42.4015162608      0.0486499   409.7444089546307    409.7444089546307    0.0031746031746031746   0       0      
  1-217324    140.218473007   42.7088015635      0.0246409   454.0974440993689    554.712460076006     0.27472527472527475     0       0      
  1-217326    140.289436005   42.6868547538      0.0252691   230.03194888681026   231.82907348748844   0.007751937984496124    0       0      
  1-217331    140.359627792   43.1021548866      0.0451539   203.01166950259915   207.268370611553     0.5654929577464789      0       0      
  1-217358    147.03565209    44.7972362917      0.0426597   ""                   ""                   0.0                     0       0      
  1-217367    146.259997956   44.9719933038      0.0349297   281.93659376383414   279.1533546386812    0.5241935483870968      0       0      
  1-217376    146.091834548   44.710759598       0.129503    ""                   ""                   0.0                     0       0      
  1-217400    144.639942763   44.6267106962      0.0246759   232.82335891947878   262.3801916990179    0.2493573264781491      0       0      
  1-217412    144.104503096   43.8476063031      0.0148776   219.57595121013708   225.23961661833505   0.3707865168539326      0       0      
  1-217479    144.723809729   45.3676181962      0.0420241   300.032143698593     333.6661341925867    0.2265193370165746      0       0      
  1-217480    144.787792386   45.3708428044      0.0427367   304.01576456436555   300.71884984681964   0.29273504273504275     1       2      
  1-217499    146.2936        46.0367            0.142731    ""                   ""                   0.0                     0       0      
  1-217500    146.27343073    45.5870370554      0.0161821   267.51483341524136   282.74760384003764   0.3220338983050847      0       0      
  1-217520    146.978913532   45.4684754662      0.0153312   219.54264752538947   210.86261981290937   0.5436810856658185      0       0      
  1-217557    116.390945532   21.8874540654      0.0467065   ""                   ""                   0.0                     0       0      
  1-217617    115.740268908   22.046292825       0.0782082   ""                   ""                   0.0                     0       0      
  1-217637    116.183816927   22.1601786657      0.0851264   208.00053248590336   219.249201282741     0.018691588785046728    0       0      
  1-217649    116.879713302   22.6075801674      0.0464269   215.49438424764702   212.0607028800282    0.156957928802589       0       0      
  1-217650    116.921450044   22.7816071145      0.0278941   227.05708602581333   243.2108626251171    0.327970297029703       0       0      
  1-217674    116.50579501    21.9329079         0.0453567   ""                   ""                   0.0                     0       0      
  1-217684    116.649734825   22.297039162       0.0452264   ""                   ""                   0.0                     0       0      
  1-217686    116.647648978   22.4160585964      0.0472464   249.77036741759252   255.19169329630512   0.13559322033898305     0       0      
  1-217695    116.803221157   22.3283335073      0.0445893   ""                   ""                   0.0                     0       0      
  1-217854    117.57765587    23.1782300044      0.10178     ""                   ""                   0.0                     0       0      
  1-218116    120.926748238   26.455443917       0.0470305   ""                   ""                   0.0                     0       0      
  1-218266    124.419124718   27.4674699408      0.0381493   202.19540627330215   209.6645367457906    0.6149584487534626      0       0      
  1-218280    124.003309706   27.0758952047      0.0254964   275.8807384754775    259.9840255647803    0.06613404349755882     0       0      
  1-218293    123.134738777   26.8936350284      0.0461316   ""                   ""                   0.0                     0       0      
  1-218295    123.807495221   27.4088051877      0.0376719   190.99166492591783   198.88178914172136   0.28272564255827853     0       0      
  1-218322    122.896204521   27.3059764629      0.0770641   ""                   ""                   0.0                     0       0      
  1-218324    122.907428021   27.5382224703      0.037484    ""                   ""                   0.0                     0       0      
  1-218412    124.267479696   28.3150890152      0.0200882   218.36215901189343   221.64536741697862   0.45764576457645767     0       0      
  1-218417    124.549534438   27.7191923705      0.0381657   265.18590663681147   279.4528754054609    0.5311653116531165      0       0      
  1-218427    124.34231312    27.7962046205      0.149571    ""                   ""                   0.0                     0       0      
  1-218430    124.337230897   28.3183087615      0.0200033   203.23541447428934   212.06070288002817   0.6195320447609359      0       0      
  1-218435    124.38506864    28.3578278812      0.019862    203.22948869297974   202.47603834307776   0.7439759036144579      0       0      
  1-218444    124.571110809   28.3492647544      0.0200552   527.5749277461881    583.4664536868572    0.13432835820895522     0       0      
  1-218519    125.21338865    28.4058888443      0.0154449   193.57073375759416   198.88178914172136   0.4548919949174079      0       0      
  1-221753    153.378123617   43.9979617648      0.0698794   193.49041533968673   194.38897764002581   0.0017969451931716084   0       0      
  1-221789    153.53547927    44.175746477       0.113595    99.53131593441682    91.05431310102905    0.862093352192362       0       0      
  1-22286     254.717305016   63.1795298917      0.0999542   ""                   ""                   0.0                     0       0      
  1-22298     253.427379333   62.4199978831      0.0614774   408.5463258875119    440.5950479329399    0.022099447513812154    0       0      
  1-22301     253.40555905    63.0312699156      0.105153    ""                   ""                   0.0                     0       0      
  1-22333     252.474485808   62.8419660661      0.0366251   233.11273391654436   242.312300324778     0.24925816023738873     0       0      
  1-22347     252.170749159   63.4791984597      0.0437936   ""                   ""                   0.0                     0       0      
  1-22383     253.313049551   64.4762786637      0.0542151   195.44905928719135   198.88178914172136   0.7336956521739131      0       0      
  1-22412     253.006899312   64.1208379858      0.0190997   199.21646027947855   206.07028754443417   0.5363475177304965      0       0      
  1-22414     252.618932255   64.0206654262      0.0922721   388.5212231942405    399.8602236509006    0.0726643598615917      1       2      
  1-22438     255.109543156   63.7280208203      0.016383    237.4696485674838    228.5343450529117    0.5567928730512249      0       0      
  1-22662     255.279488311   64.6768781746      0.0271312   269.77852385924876   280.3514377058       0.28687196110210694     1       2      
  1-228978    57.458686222    -0.8456668113      0.0361867   226.8790987101818    218.05111821562224   0.5518672199170125      0       0      
  1-228987    57.526989564    -0.217307988216    0.0150101   189.416018344256     192.89137380612732   0.7318435754189944      0       0      
  1-228997    57.2429855767   -0.521120144849    0.0398068   193.0244941469183    203.6741214101966    0.009183673469387756    0       0      
  1-229010    57.2430385686   -1.14483137368     0.041405    583.5445895390607    645.766773177035     0.13855421686746988     1       3      
  1-229012    57.1126544157   -0.788729667456    0.0402069   504.7923322793892    511.581469659729     0.013888888888888888    0       0      
  1-229015    57.1259663512   -0.569296631478    0.0404618   227.9780922003209    243.2108626251171    0.010835913312693499    0       0      
  1-229017    57.1202120356   -0.684402682702    0.0475876   ""                   ""                   0.0                     0       0      
  1-229021    57.1736103494   -0.651000283449    0.040191    ""                   ""                   0.0                     0       0      
  1-229060    57.24838236     0.925977123341     0.035788    405.40848928315313   415.73482429022476   0.028455284552845527    1       4      
  1-229064    57.1146542756   0.671607536523     0.0253512   203.90647691412266   209.6645367457906    0.4166666666666667      0       0      
  1-229070    57.0253525105   0.208844356366     0.0254747   195.2697245787721    201.27795527595896   0.7911764705882353      0       0      
  1-229078    57.4904158242   0.0743329651936    0.131564    ""                   ""                   0.0                     0       0      
  1-22942     254.39542133    62.8724834807      0.104958    ""                   ""                   0.0                     0       0      
  1-22948     254.542083999   62.4156479613      0.119399    804.6325878769883    806.3099041709547    0.23595505617977527     1       4      
  1-229547    117.328574454   21.8037654578      0.0245887   179.26317891765098   186.0023961701942    0.1306122448979592      0       0      
  1-22970     255.71649       62.6044            0.0564263   ""                   ""                   0.0                     1       0      
  1-230145    124.547943346   26.6538857717      0.0383239   203.7788718422944    207.268370611553     0.46153846153846156     0       0      
  1-230171    124.670296206   26.5355639805      0.0202021   192.9231813211836    200.0798722088402    0.15046604527296936     1       3      
  1-230173    124.759173858   27.1039714703      0.0229922   209.75234413670321   197.38418530782286   0.6265306122448979      0       0      
  1-230177    124.897858052   26.3626657187      0.0199902   ""                   ""                   0.0                     0       0      
  1-23023     257.247919024   62.8980190772      0.0270671   199.64420563897878   204.87220447731536   0.02528735632183908     1       3      
  1-232333    145.202128036   36.4555403301      0.0147142   210.81974362952582   212.0607028800282    0.4385650224215247      0       0      
  1-232397    143.042751427   36.8271433682      0.0529626   ""                   ""                   0.0                     0       0      
  1-232512    143.374316357   37.5026447138      0.0398436   247.72831003403692   257.5878594305427    0.4772727272727273      0       0      
  1-232516    143.463715882   37.0033556323      0.0970914   ""                   ""                   0.0                     0       0      
  1-232526    144.130274095   38.0950243241      0.0456281   197.70862620239862   202.47603834307776   0.3691671588895452      0       0      
  1-232536    144.078756037   37.2467321624      0.0196764   ""                   ""                   0.0                     0       0      
  1-232621    146.242973066   36.8215573868      0.0225101   206.096332828502     215.6549520813846    0.40744021257750224     0       0      
  1-232643    146.422748559   37.451285541       0.0223405   197.627485348152     203.67412141019656   0.7545787545787546      0       0      
  1-232720    144.400982963   38.2772954639      0.122993    ""                   ""                   0.0                     0       0      
  1-232722    144.419761375   38.062816005       0.0201801   201.29716006001883   197.68370607460255   0.48016577856719955     0       0      
  1-233721    196.495751928   49.3623823831      0.0331689   402.7223109779066    396.8650159831036    0.07302231237322515     0       0      
  1-234004    198.743165807   48.1946172876      0.048877    ""                   ""                   0.0                     0       0      
  1-234092    197.549698095   48.6233927144      0.028277    217.97102038345136   224.04153355121622   0.7151515151515152      0       0      
  1-234115    197.44581469    48.8995914034      0.0288883   751.1980830834898    751.1980830834898    0.005494505494505495    0       0      
  1-234270    197.803268306   49.4152615951      0.0550565   197.4957714758388    200.07987220884016   0.1275                  0       0      
  1-234272    197.816974837   49.2796145971      0.0554626   ""                   ""                   0.0                     0       0      
  1-234341    202.533480747   48.8932602825      0.0706991   254.39627175587637   231.23003195392903   0.2319488817891374      0       0      
  1-234362    201.283303096   48.344505797       0.0688838   412.04152097701996   431.01038339598944   0.44020797227036396     0       0      
  1-234388    200.281698257   48.6977464835      0.0455014   ""                   ""                   0.0                     0       0      
  1-234408    199.944770082   48.2065758276      0.0359626   228.04833022379754   231.23003195392903   0.2698917886696372      0       0      
  1-234431    199.239947241   47.8683354111      0.0268201   214.27784510768487   216.8530351485034    0.12572254335260116     0       0      
  1-234618    202.128436403   47.7140384144      0.0607597   413.46748429223635   463.65814697497694   0.10714285714285714     1       4      
  1-234629    202.217214914   49.4825159674      0.060625    ""                   ""                   0.0                     0       0      
  1-234632    201.777437777   49.049317198       0.0614512   ""                   ""                   0.0                     0       0      
  1-234980    210.054964333   46.4322065481      0.0531653   541.5335463376991    557.1086262102436    0.018018018018018018    0       0      
  1-234997    209.895142449   47.1476800318      0.0420431   218.43365695398617   224.04153355121622   0.5847290640394088      0       0      
  1-235018    209.424426717   46.7144264623      0.0407535   241.57955272092815   242.0127795579983    0.6648936170212766      0       0      
  1-235136    209.832049872   47.9561825947      0.0153338   196.8179157665574    194.08945687324615   0.6359223300970874      0       0      
  1-235186    210.84269901    48.2530853947      0.0662795   ""                   ""                   0.0                     0       0      
  1-235203    213.783652001   45.5948493729      0.0159429   202.67207861373126   207.268370611553     0.7803608605135323      0       0      
  1-235239    212.796479368   46.3905494068      0.0407574   ""                   ""                   0.0                     0       0      
  1-235257    212.729926067   46.0618316588      0.0400014   ""                   ""                   0.0                     0       0      
  1-235270    212.529428799   46.4395604501      0.0262901   205.6820198837938    210.8626198129094    0.5200642054574639      0       0      
  1-235301    211.534055461   46.6025498913      0.0665519   ""                   ""                   0.0                     0       0      
  1-235306    211.422653928   46.4274417048      0.0674054   199.16369103986696   213.258785947147     0.028286189683860232    0       0      
  1-235307    211.478409084   45.644675495       0.0402777   296.5875289257203    306.7092651824137    0.11284046692607004     1       4      
  1-235385    212.101063845   47.2737209102      0.0393506   203.2040601111356    209.6645367457906    0.3634782608695652      0       0      
  1-235398    213.149187912   47.2530577         0.0280844   207.0632194014299    208.4664536786718    0.13200723327305605     0       0      
  1-235398    213.149187912   47.2530577         0.0280844   215.94739755446085   216.8530351485034    0.11947318908748825     1       2      
  1-235530    214.422103097   45.4658215702      0.027447    300.4959506715417    330.0718849912303    0.3343701399688958      0       0      
  1-235530    214.422103097   45.4658215702      0.027447    299.35294191426783   321.0862619878393    0.49806201550387597     0       0      
  1-235575    214.726268165   45.9584150865      0.0271793   210.927058543611     218.0511182156222    0.23950381679389313     0       0      
  1-235576    215.017906947   47.1213302326      0.0703766   550.4497152502427    578.3746006516023    0.24864864864864866     1       2      
  1-235582    214.850245319   45.9007920259      0.0264595   ""                   ""                   0.0                     0       0      
  1-235587    214.854653976   45.8642518321      0.0266855   296.2688270260927    299.5207667797008    0.05533596837944664     0       0      
  1-235611    215.940812985   45.9311854386      0.0717639   228.06623175872312   218.65015974918163   0.10036057692307693     0       0      
  1-235976    224.205960905   41.5964025465      0.0162132   241.43534280105902   248.0031948935923    0.623721881390593       0       0      
  1-235983    223.636455717   42.3854436555      0.0184537   378.5942492095419    453.77396167124675   0.01809954751131222     0       0      
  1-235986    223.397339019   42.447220005       0.0270918   218.6902803137849    225.23961661833505   0.30884450784593437     0       0      
  1-235988    223.984092721   42.1597825909      0.0272053   195.7821689031399    201.277955275959     0.6442095992954645      0       0      
  1-236018    223.339689055   43.0759085177      0.0371881   197.43051640682367   201.27795527595896   0.29124365482233505     0       0      
  1-236032    225.104201455   43.2870099493      0.0312752   424.72044729361585   438.19888179870236   0.015384615384615385    0       0      
  1-236039    224.752516157   43.4077302751      0.0305962   ""                   ""                   0.0                     0       0      
  1-236045    225.676453111   43.2424156598      0.0408577   326.7771565566536    328.5742811573318    0.011661807580174927    0       0      
  1-236081    226.319207522   41.7414499636      0.104776    ""                   ""                   0.0                     0       0      
  1-236099    225.236213871   41.5662647889      0.0204592   390.57507988072996   430.7108626292098    0.08914728682170543     0       0      
  1-236106    225.203497683   41.1607682399      0.094225    ""                   ""                   0.0                     0       0      
  1-236133    225.59269       41.92164           0.016333    193.20929516608805   198.88178914172136   0.5461323392357875      0       0      
  1-236141    225.791524074   41.8163174826      0.0252015   206.74622097633105   212.0607028800282    0.5403225806451613      0       0      
  1-236144    226.211851518   42.7344795268      0.0282139   ""                   ""                   0.0                     0       0      
  1-236150    226.48767603    42.2257281145      0.0167661   198.64950773074938   211.76118211324848   0.2163355408388521      0       0      
  1-236745    234.883330192   38.1637151167      0.0648788   ""                   ""                   0.0                     0       0      
  1-236776    235.208007294   38.5134589921      0.0437472   352.0842842005956    357.62779553496284   0.16195372750642673     0       0      
  1-23687     262.257375976   60.089399624       0.0205096   196.5202783028136    201.27795527595896   0.48239202657807306     0       0      
  1-23712     261.119954283   60.001483206       0.0268353   ""                   ""                   0.0                     0       0      
  1-23729     261.482493105   60.3394382648      0.0273625   266.7446371578079    230.03194888681023   0.03036876355748373     1       4      
  1-23731     260.746702226   60.5592910725      0.0205195   ""                   ""                   0.0                     0       0      
  1-23745     260.705617581   60.4448593136      0.0203175   265.1402615685954    276.75718850444355   0.11961989938513136     1       2      
  1-23746     260.718888104   60.129590188       0.0276302   224.73156873544286   231.23003195392906   0.09049255441008018     0       0      
  1-23784     259.79543423    61.5422704447      0.0275661   276.9968051178674    323.18290735529723   0.17094017094017094     1       2      
  1-23786     259.795874376   62.1485590257      0.0275475   203.16244010028126   204.87220447731536   0.511727078891258       0       0      
  1-23811     259.992647634   60.8918955938      0.0271582   202.91436141641393   212.0607028800282    0.07308377896613191     0       0      
  1-23818     260.47113661    60.9654725985      0.0164753   213.1281809616326    219.249201282741     0.6346863468634686      0       0      
  1-23866     261.039484654   56.8744593789      0.0271715   ""                   ""                   0.0                     0       0      
  1-23877     261.278551148   56.878341432       0.0283643   ""                   ""                   0.0                     0       0      
  1-23891     260.228215186   57.0979557846      0.0274682   489.8316539797261    473.24281151192736   0.044673539518900345    0       0      
  1-23894     260.616380035   57.1640553041      0.030415    279.1533546386812    306.7092651824137    0.015822784810126583    0       0      
  1-23914     259.755481953   57.1734974561      0.0280084   251.33120341336675   264.77635783325553   0.02702702702702703     1       2      
  1-23929     259.174725723   56.9277933688      0.0283133   202.11661342294212   203.07507987663718   0.02544529262086514     0       0      
  1-23979     258.158751804   57.3224214281      0.0266298   347.87975603431437   390.57507988072985   0.3389355742296919      1       4      
  1-24006     257.833820012   56.9912523477      0.0311171   218.70461807041428   222.84345048409745   0.29333333333333333     0       0      
  1-24018     257.582232587   56.7572501383      0.0328402   ""                   ""                   0.0                     0       0      
  1-24092     258.548475763   57.9760977732      0.0926206   357.2894767413982    451.67731630378887   0.36007462686567165     0       0      
  1-24099     258.027617964   57.5040078073      0.0281658   ""                   ""                   0.0                     0       0      
  1-24124     258.530261548   57.4774335349      0.0268484   ""                   ""                   0.0                     0       0      
  1-24145     258.846945724   57.4328813495      0.032202    ""                   ""                   0.0                     0       0      
  1-24148     258.82741019    57.6587701679      0.0282021   335.23973583298164   373.50239617428696   0.39880952380952384     0       0      
  1-24246     264.84079       56.56707           0.0818277   ""                   ""                   0.0                     0       0      
  1-24251     263.9209        55.47128           0.0859663   ""                   ""                   0.0                     0       0      
  1-24279     263.173114796   56.1170312777      0.0626089   ""                   ""                   0.0                     1       4      
  1-24293     262.686906258   56.351977958       0.0303248   370.08785943299824   395.3674121492051    0.059880239520958084    0       0      
  1-24295     262.676367224   56.6393873391      0.0293879   514.1773163051531    572.9832268495677    0.012875536480686695    0       0      
  1-24354     261.08183       56.87628           0.0275173   ""                   ""                   0.0                     0       0      
  1-24357     262.09934807    57.5454136595      0.0285483   218.59806918104601   226.43769968545382   0.8622305529522024      0       0      
  1-24368     261.321053643   56.9518773841      0.0250049   206.13485489535674   198.88178914172138   0.15935114503816794     0       0      
  1-24371     261.721224401   56.8488006459      0.027777    338.33577120720037   345.64696486377477   0.17697228144989338     0       0      
  1-24379     261.466027821   56.8520506473      0.0267901   ""                   ""                   0.0                     1       3      
  1-24380     262.26549595    57.7692771424      0.0284293   ""                   ""                   0.0                     0       0      
  1-24390     262.10003999    57.002098826       0.0296945   157.24840255934294   166.53354632951363   0.015384615384615385    0       0      
  1-24394     262.074921622   56.7747795712      0.0290645   ""                   ""                   0.0                     0       0      
  1-24407     262.468323287   56.8263130659      0.0301097   215.1941509017235    227.33626198579296   0.02957906712172924     0       0      
  1-24414     263.150147507   56.8452564886      0.0297644   197.68370607460255   199.48083067528077   0.0024509803921568627   0       0      
  1-24416     263.033161018   56.8787475343      0.0281076   366.61341853835387   366.61341853835387   0.0029239766081871343   0       0      
  1-24418     262.86580639    56.739513727       0.0300159   ""                   ""                   0.0                     0       0      
  1-24423     263.755218506   57.0524330139      0.0472323   265.4459657383521    255.1916932963051    0.49468311356869415     1       2      
  1-24425     263.525272316   56.7996126548      0.0292576   296.82507987868354   303.4145367478369    0.02608695652173913     0       0      
  1-24440     264.662544833   56.8242436544      0.0294194   225.7142195724594    242.61182109155772   0.4519650655021834      1       2      
  1-24476     264.680317495   57.2392064632      0.0295157   ""                   ""                   0.0                     0       0      
  1-24482     265.108775133   56.7012509205      0.0692767   243.92201212053357   214.4568690142658    0.30720092915214864     0       0      
  1-245054    212.535270188   53.6402843516      0.0428274   228.41135911920455   236.9209265227434    0.6504792332268371      0       0      
  1-245082    212.27199404    53.7953553221      0.0414941   207.84370337729342   212.6597444135876    0.34392014519056263     0       0      
  1-245088    212.612086794   54.6195740857      0.0403315   ""                   ""                   0.0                     0       0      
  1-245089    212.784862644   54.5933462668      0.0422412   189.29712460477094   189.29712460477094   0.004310344827586207    1       3      
  1-245101    211.981103115   53.8467974684      0.0410087   ""                   ""                   0.0                     1       3      
  1-245404    213.933247042   54.0431349842      0.0407302   201.5889960722302    206.07028754443417   0.37076648841354726     0       0      
  1-245405    213.520128024   52.6632759872      0.0441168   ""                   ""                   0.0                     0       0      
  1-245451    212.278640676   53.4635179918      0.0780655   ""                   ""                   0.0                     1       3      
  1-245456    212.130945379   54.0321926929      0.0408473   ""                   ""                   0.0                     0       0      
  1-245458    212.057345224   53.8834903893      0.0415244   ""                   ""                   0.0                     0       0      
  1-245555    212.468001293   54.4470360452      0.0164495   202.36193519382834   208.4664536786718    0.4725                  0       0      
  1-245654    218.429151044   52.8970995361      0.0457827   ""                   ""                   0.0                     0       0      
  1-245670    217.324860201   52.6655598805      0.0304662   315.4630011405559    353.43450480004697   0.06096361848574238     0       0      
  1-245684    218.292974785   53.2426676917      0.0430452   ""                   ""                   0.0                     0       0      
  1-245686    218.10337205    53.2166485918      0.0451156   233.14696486131916   231.23003195392903   0.009380863039399626    0       0      
  1-245695    217.91069574    52.7494624631      0.0456561   252.67980322944805   231.23003195392909   0.19555555555555557     1       4      
  1-245774    214.863290152   54.1002998827      0.0425797   232.9073482478954    277.65575080478266   0.022935779816513763    0       0      
  1-245811    215.92408546    53.7660567703      0.0423943   204.91316458217415   210.8626198129094    0.536205316223648       0       0      
  1-245869    217.71277672    53.9077941771      0.0433401   ""                   ""                   0.0                     0       0      
  1-245879    217.452072194   53.9650354599      0.0431448   ""                   ""                   0.0                     0       0      
  1-245896    218.075519256   53.6770829288      0.0428828   ""                   ""                   0.0                     0       0      
  1-245908    217.542299517   53.9822824213      0.043016    ""                   ""                   0.0                     0       0      
  1-245940    220.126815592   50.9986458484      0.131465    ""                   ""                   0.0                     0       0      
  1-245975    219.427531638   51.0991609663      0.0431969   242.54134561702128   241.71325879121855   0.08900523560209424     0       0      
  1-245980    219.698685907   51.0223628193      0.0463636   227.11996997410466   234.82428115528546   0.30765171503957783     0       0      
  1-246027    219.396614145   51.5831340853      0.0436696   376.2579872286602    549.3210862739713    0.1282051282051282      0       0      
  1-246036    218.280204046   52.0018603259      0.0701607   213.07907348707917   218.0511182156222    0.4142857142857143      0       0      
  1-246064    218.268988443   51.5223147848      0.0259038   ""                   ""                   0.0                     0       0      
  1-246108    218.113251205   52.7383871048      0.0446484   ""                   ""                   0.0                     0       0      
  1-246175    219.546188066   53.4625751497      0.0381157   268.6202076735951    261.78115016545854   0.1256544502617801      0       0      
  1-246177    219.477235278   52.9785224378      0.133934    ""                   ""                   0.0                     0       0      
  1-246191    220.043768305   53.1002001871      0.0366658   258.26025298861964   251.29792332816896   0.4537037037037037      0       0      
  1-246196    219.82622       53.05921           0.0371693   203.04903459256937   209.6645367457906    0.34623655913978496     0       0      
  1-246203    220.853123374   52.614527085       0.0370798   ""                   ""                   0.0                     0       0      
  1-246212    221.276090964   53.1883292501      0.0377176   234.4762346776867    233.62619808816666   0.5830618892508144      0       0      
  1-246216    221.226039662   52.4468152862      0.14584     ""                   ""                   0.0                     0       0      
  1-246331    221.786518508   50.1957073163      0.0759605   239.93477656191672   218.0511182156222    0.16609235010337697     0       0      
  1-246362    220.716792448   52.2809912468      0.0250374   204.07913376779177   201.27795527595896   0.29747427502338636     0       0      
  1-246383    221.2231        51.34108           0.0889618   421.52555911463224   462.46006390785806   0.09615384615384616     0       0      
  1-246437    222.671773309   51.704468559       0.0259946   217.0823385926681    225.23961661833502   0.7510316368638239      0       0      
  1-246442    222.848380537   51.4761226141      0.0353157   207.31068209533598   210.8626198129094    0.6366863905325444      0       0      
  1-246470    223.320794637   52.0442624724      0.0368902   ""                   ""                   0.0                     1       0      
  1-246517    225.941781342   49.5258812712      0.0192319   261.69557280352154   257.8873801973224    0.42042042042042044     1       2      
  1-246525    225.605699594   48.877687421       0.0266362   414.9085601060049    386.9808306793735    0.03118279569892473     1       3      
  1-246535    225.807374327   48.8988712756      0.0656778   ""                   ""                   0.0                     0       0      
  1-246549    225.388973978   49.1124291187      0.0259833   238.09693963862577   243.51038339189677   0.09490509490509491     1       3      
  1-246599    224.298391732   49.6289892627      0.0650721   ""                   ""                   0.0                     0       0      
  1-246944    225.971442494   48.5761094845      0.0248138   204.27120742188364   212.0607028800282    0.5631127450980392      0       0      
  1-246946    226.079827      48.6147207122      0.0256926   ""                   ""                   0.0                     0       0      
  1-246947    226.247573445   48.6466258595      0.0244355   287.3980578505645    263.8777955329164    0.15670103092783505     0       0      
  1-247331    232.544896555   47.8210747227      0.0363615   205.49248861844782   213.258785947147     0.20056899004267426     0       0      
  1-247348    232.87244695    47.8456703769      0.0372989   287.36878138463874   280.3514377058       0.4739583333333333      0       0      
  1-247373    234.591707867   45.801943643       0.0213513   222.85467374467933   231.23003195392903   0.7188552188552189      0       0      
  1-247382    233.940924979   44.8347966393      0.0296351   209.77508306370427   218.05111821562224   0.74981301421092        0       0      
  1-247395    233.617351512   44.9568730987      0.0720804   ""                   ""                   0.0                     0       0      
  1-247417    233.3193794     45.6985288222      0.029372    211.61336666990266   215.6549520813846    0.19407687460617518     0       0      
  1-247424    232.907252329   45.7436980307      0.0379543   235.61134302419563   239.6166134237607    0.548                   0       0      
  1-247430    233.08771168    45.8930510864      0.0405005   202.12492916659565   212.06070288002817   0.49744245524296676     0       0      
  1-247449    232.885171748   45.6575956435      0.0294578   293.87266089185505   312.69968051800765   0.021148036253776436    0       0      
  1-247456    232.8232        45.41654           0.0705054   214.31424007770406   211.76118211324848   0.044633368756641874    0       0      
  1-247628    235.018757659   46.10594294        0.0365581   ""                   ""                   0.0                     0       0      
  1-247817    234.63748       44.60099           0.0365077   303.72536018506116   352.2364217329282    0.22844827586206898     0       0      
  1-247845    234.873636644   44.6484515265      0.0729879   764.3065213472602    996.8051118428443    0.11564625850340136     0       0      
  1-247858    235.474322239   45.3057640946      0.0372392   ""                   ""                   0.0                     0       0      
  1-247882    235.669362292   45.432085787       0.0376135   215.13514884591504   212.0607028800282    0.3720472440944882      0       0      
  1-247976    239.436637925   41.7095243117      0.0238109   208.5780474443025    206.07028754443417   0.6852836879432624      0       0      
  1-247977    239.4918        41.792591          0.0354683   210.29949964115073   214.45686901426583   0.5257301808066759      0       0      
  1-247980    239.697545939   41.9380974666      0.0387147   206.00587447630951   213.5583067139267    0.18379446640316205     0       0      
  1-248233    242.682530759   41.1485576864      0.0315371   372.0275407530553    509.18530352549146   0.04448198198198198     1       3      
  1-248289    240.912436689   41.1530561798      0.0341391   ""                   ""                   0.0                     0       0      
  1-248328    239.856505391   42.2634592319      0.0605869   ""                   ""                   0.0                     0       0      
  1-248348    240.365851242   42.3881865027      0.0355431   206.2546080162986    211.4616613464688    0.11245674740484429     0       0      
  1-248352    240.287125377   41.8807489359      0.0242508   233.53634185813274   242.01277955799827   0.9884678747940692      0       0      
  1-248357    239.987945488   41.4777751316      0.0332509   246.90495208206676   315.395367419025     0.02140309155766944     1       4      
  1-248388    240.67741912    41.1972609837      0.0333433   230.92395678869053   238.41853035664184   0.6661016949152543      0       0      
  1-248389    240.65805398    41.2934271029      0.0348484   424.3460463351412    442.09265176683846   0.2823529411764706      0       0      
  1-248405    241.278593012   42.0373576473      0.0768044   ""                   ""                   0.0                     1       3      
  1-248410    241.208521549   42.0358071243      0.0250348   245.8666134238971    259.0854632644412    0.36809815950920244     0       0      
  1-248415    241.846680273   41.7089702164      0.0180762   236.52196971193155   244.40894569223587   0.45740740740740743     1       2      
